3637966641.jpg#1	contradiction	A Little League team tries to catch a runner sliding into a base in an afternoon game.	A team is playing baseball on Saturn.
3636329461.jpg#0	contradiction	The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.	A school hosts a basketball game.
3636329461.jpg#0	neutral	The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.	A high school is hosting an event.
3636329461.jpg#0	entailment	The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.	A school is hosting an event.
4934873039.jpg#0	contradiction	High fashion ladies wait outside a tram beside a crowd of people in the city.	The women do not care what clothes they wear.
4934873039.jpg#0	entailment	High fashion ladies wait outside a tram beside a crowd of people in the city.	Women are waiting by a tram.
4934873039.jpg#0	neutral	High fashion ladies wait outside a tram beside a crowd of people in the city.	The women enjoy having a good fashion sense.
2946464027.jpg#1	neutral	A man, woman, and child enjoying themselves on a beach.	A child with mom and dad, on summer vacation at the beach.
2946464027.jpg#1	entailment	A man, woman, and child enjoying themselves on a beach.	A family of three is at the beach.
2946464027.jpg#1	contradiction	A man, woman, and child enjoying themselves on a beach.	A family of three is at the mall shopping.
4934873039.jpg#2	neutral	People waiting to get on a train or just getting off.	The people waiting on the train are sitting.
4934873039.jpg#2	entailment	People waiting to get on a train or just getting off.	There are people just getting on a train
4934873039.jpg#2	entailment	People waiting to get on a train or just getting off.	There are people waiting on a train.
2946464027.jpg#3	entailment	A couple playing with a little boy on the beach.	A couple are playing with a young child outside.
2946464027.jpg#3	neutral	A couple playing with a little boy on the beach.	A couple are playing frisbee with a young child at the beach.
2946464027.jpg#3	contradiction	A couple playing with a little boy on the beach.	A couple watch a little girl play by herself on the beach.
2946464027.jpg#4	contradiction	A couple play in the tide with their young son.	The family is sitting down for dinner.
2946464027.jpg#4	entailment	A couple play in the tide with their young son.	The family is outside.
2946464027.jpg#4	neutral	A couple play in the tide with their young son.	The family is on vacation.
190083339.jpg#4	contradiction	A man and a woman cross the street in front of a pizza and gyro restaurant.	The people are standing still on the curb.
190083339.jpg#4	entailment	A man and a woman cross the street in front of a pizza and gyro restaurant.	Near a couple of restaurants, two people walk across the street.
190083339.jpg#4	neutral	A man and a woman cross the street in front of a pizza and gyro restaurant.	The couple are walking across the street together.
4950996568.jpg#2	contradiction	A woman in a green jacket and hood over her head looking towards a valley.	The woman is nake.
4950996568.jpg#2	neutral	A woman in a green jacket and hood over her head looking towards a valley.	The woman is cold.
4950996568.jpg#2	entailment	A woman in a green jacket and hood over her head looking towards a valley.	The woman is wearing green.
190083339.jpg#1	neutral	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The man with the sign is caucasian.
190083339.jpg#1	contradiction	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	They are protesting outside the capital.
190083339.jpg#1	entailment	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A woman in white.
190083339.jpg#1	entailment	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A man is advertising for a restaurant.
190083339.jpg#1	contradiction	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The woman is wearing black.
190083339.jpg#1	neutral	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A man and a woman walk down a crowded city street.
190083339.jpg#1	entailment	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The woman is wearing white.
190083339.jpg#1	neutral	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	They are working for John's Pizza.
190083339.jpg#1	contradiction	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	Olympic swimming.
190083339.jpg#1	contradiction	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A man and a soman are eating together at John's Pizza and Gyro.
190083339.jpg#1	entailment	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	They are walking with a sign.
190083339.jpg#1	neutral	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The woman is waiting for a friend.
190083339.jpg#1	contradiction	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The man is sitting down while he has a sign for John's Pizza and Gyro in his arms.
190083339.jpg#1	entailment	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The woman and man are outdoors.
190083339.jpg#1	neutral	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A woman ordering pizza.
190083339.jpg#0	neutral	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	The people are related.
190083339.jpg#0	contradiction	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults run across the street to get away from a red shirted person chasing them.
190083339.jpg#0	entailment	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	The adults are both male and female.
190083339.jpg#0	neutral	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two people walk home after a tasty steak dinner.
190083339.jpg#0	contradiction	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults swimming in water
190083339.jpg#0	entailment	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults walk across a street.
190083339.jpg#0	contradiction	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two people ride bicycles into a tunnel.
190083339.jpg#0	entailment	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two people walk away from a restaurant across a street.
190083339.jpg#0	neutral	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults walking across a road near the convicted prisoner dressed in red
190083339.jpg#0	neutral	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two friends cross a street.
190083339.jpg#0	contradiction	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Some people board a train.
190083339.jpg#0	entailment	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults walk across the street.
190083339.jpg#0	entailment	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults walking across a road
190083339.jpg#0	contradiction	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	There are no women in the picture.
190083339.jpg#0	neutral	Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.	Two adults walk across the street to get away from a red shirted person who is chasing them.
190083339.jpg#3	contradiction	A woman wearing all white and eating, walks next to a man holding a briefcase.	A married couple is sleeping.
190083339.jpg#3	entailment	A woman wearing all white and eating, walks next to a man holding a briefcase.	A female is next to a man.
190083339.jpg#3	neutral	A woman wearing all white and eating, walks next to a man holding a briefcase.	A married couple is walking next to each other.
190083339.jpg#2	contradiction	A woman is walking across the street eating a banana, while a man is following with his briefcase.	Nobody has food.
190083339.jpg#2	entailment	A woman is walking across the street eating a banana, while a man is following with his briefcase.	A woman eats a banana and walks across a street, and there is a man trailing behind her.
190083339.jpg#2	contradiction	A woman is walking across the street eating a banana, while a man is following with his briefcase.	The woman and man are playing baseball together.
190083339.jpg#2	neutral	A woman is walking across the street eating a banana, while a man is following with his briefcase.	two coworkers cross pathes on a street
190083339.jpg#2	contradiction	A woman is walking across the street eating a banana, while a man is following with his briefcase.	A woman eats ice cream walking down the sidewalk, and there is another woman in front of her with a purse.
190083339.jpg#2	neutral	A woman is walking across the street eating a banana, while a man is following with his briefcase.	The mans briefcase is for work.
190083339.jpg#2	entailment	A woman is walking across the street eating a banana, while a man is following with his briefcase.	A person eating.
190083339.jpg#2	neutral	A woman is walking across the street eating a banana, while a man is following with his briefcase.	A person that is hungry.
190083339.jpg#2	neutral	A woman is walking across the street eating a banana, while a man is following with his briefcase.	An actress and her favorite assistant talk a walk in the city.
190083339.jpg#2	entailment	A woman is walking across the street eating a banana, while a man is following with his briefcase.	a woman eating a banana crosses a street
